organismo,fecha_acta,fecha_envio-onc,descripcion,ccoo,planilla-adjunta,acto-administrativo
Ministerio de Salud,2020-05-07,2020-05-22,"Comunicación Oficial enviada por el Instituto Nacional de Rehabilitación Psicofísica del Sur - Ministerio de Salud con el detalle del procedimiento COMPR.AR 88-0010-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-33771955-apn-inarepsms.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-33771955-apn-inarepsms_2.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-32256366-apn-inarepsms.pdf
Universidad Nacional de La Matanza,2020-04-27,2020-05-22,Planilla enviada por la Universidad Nacional de La Matanza con el detalle del procedimiento COVID-19 Nº21-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_expte_264-20_universidad_naciona_de_la_matanza.xlsx,https://www.argentina.gob.ar/sites/default/files/disposicion_109-2020_unlm.pdf
Armada Argentina,2020-04-30,2020-05-22,"Comunicación Oficial enviada por la Armada Argentina con el detalle del procedimiento COMPR.AR 38/38-0051-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-33832386-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-33832386-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-32053959-apn-dgsaara.pdf
Armada Argentina,2020-04-30,2020-05-22,"Comunicación Oficial enviada por la Armada Argentina con el detalle del procedimiento COMPR.AR 38/38-0052-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-33833882-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-33833882-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-32054291-apn-dgsaara.pdf
Ministerio de Desarrollo Social,2020-04-29,2020-06-04,"Comunicación Oficial rectificatoria enviada por el Ministerio de Desarrollo Social con el detalle del procedimiento COMPR.AR 95-0015-CDI20 / COVID-19 N°08/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-36129496-apn-dcycmds.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-36129496-apn-dcycmds_-_covid_19_n8-20.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-30859613-apn-sgamds.pdf
Ministerio de Desarrollo Social,2020-04-29,2020-06-04,"Comunicación Oficial rectificatoria enviada por el Ministerio de Desarrollo Social con el detalle del procedimiento COMPR.AR 95-0016-CDI20 / COVID-19 N°09/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-36129900-apn-dcycmds.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-36129900-apn-dcycmds_-_covid_19_n9-20.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-30869537-apn-sgamds.pdf
Ministerio de Desarrollo Social,2020-04-30,2020-06-04,"Comunicación Oficial rectificatoria enviada por el Ministerio de Desarrollo Social con el detalle del procedimiento COMPR.AR 95-0017-CDI20 / COVID-19 N°10/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-36130224-apn-dcycmds.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-36130224-apn-dcycmds_-_covid_19_n10-20.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-31890230-apn-mds.pdf
Ejército Argentino,2020-04-28,2020-05-27,"Comunicación Oficial enviada por el Hospital Militar - Ejército Argentino con el detalle del procedimiento COVID-19 Nº 08/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-34500281-apn-hmcea.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-34500281-apn-hmcea.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-33399292-apn-hmcea.pdf
Instituto de Ayuda Financiera para Pago de Retiros y Pensiones Militares,2020-05-07,2020-05-28,"Comunicación Oficial enviada por el Instituto de Ayuda Financiera para Pago de Retiros y Pensiones Militares con el detalle del procedimiento COMPR.AR 43-0010-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-34654771-apn-deiaf.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-34654771-apn-deiaf.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-33793239-apn-diriaf.pdf
Administración de Parques Nacionales,2020-04-15,2020-05-28,"Comunicación Oficial enviada por la Administración de Parques Nacionales con el detalle del procedimiento COVID-19 Nº 01/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-34824624-apn-dadapnac.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-34824624-apn-dadapnac_1.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-27308456-apn-dgaapnac.pdf
Administración de Parques Nacionales,2020-05-08,2020-05-28,"Comunicación Oficial enviada por la Administración de Parques Nacionales con el detalle del procedimiento COMPR.AR 74-0008-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-34824624-apn-dadapnac.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-34824624-apn-dadapnac_2.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-32082037-apn-apnacmad.pdf
Ejército Argentino,2020-05-06,2020-05-29,"Comunicación Oficial enviada por el Ejército Argentino - Comando de Brigada Mecanizada IX con el detalle del procedimiento COVID-19 Nº 01/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-35120314-apn-cbmixea.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-35120314-apn-cbmixea.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-32374205-apn-caaeea.pdf
Universidad Nacional de La Matanza,2020-05-04,2020-06-01,Planilla enviada por la Universidad Nacional de La Matanza con el detalle del procedimiento COVID-19 Nº22-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_comunicacion_onc_n9_expte_269-20.xlsx,https://www.argentina.gob.ar/sites/default/files/disposicion_269-2020.pdf
Armada Argentina,2020-05-15,2020-06-02,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0081-CDI20 / COVID-19 Nº081-2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-35707782-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-35707782-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-34571398-apn-dgsara.pdf
Ministerio de Desarrollo Social,2020-04-29,2020-06-04,"Comunicación Oficial rectificatoria enviada por el Ministerio de Desarrollo Social con el detalle del procedimiento COMPR.AR 95-0018-CDI20 / COVID-19 N°11/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-36131172-apn-dcycmds.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-36131172-apn-dcycmds_-_covid_19_n11-20.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-31915737-apn-sgamds.pdf
Fuerza Aérea Argentina,2020-05-08,2020-06-03,"Comunicación Oficial enviada por la Fuerza Aérea Argentina con el detalle del procedimiento COMPR.AR 40/45-0245-CDI20, planilla adjunta (rectificada por NO-2020-38954459-APN-DCON#FAA) y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-36007099-apn-dconfaa.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-38954459-apn-dconfaa_1.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-33198467-apn-dconfaa.pdf
Servicio Nacional de Sanidad y Calidad Agroalimentaria,2020-03-30,2020-05-22,"Comunicación Oficial enviada por el Servicio Nacional de Sanidad y Calidad Agroalimentaria (SENASA) con el detalle del procedimiento COVID-19 Nº001/2020, planilla adjunta (reenviada en NO-2020-36143323-APN-DSAYF#SENASA) y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-33832629-apn-dsayfsenasa.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-36143323-apn-dsayfsenasa_1.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-24515373-apn-pressenasa.pdf
Servicio Nacional de Sanidad y Calidad Agroalimentaria,2020-03-27,2020-05-22,"Comunicación Oficial enviada por el Servicio Nacional de Sanidad y Calidad Agroalimentaria (SENASA) con el detalle del procedimiento COVID-19 Nº002/2020, planilla adjunta (reenviada en NO-2020-36143323-APN-DSAYF#SENASA) y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-33832629-apn-dsayfsenasa.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-36143323-apn-dsayfsenasa_2.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-30090895-apn-dgtyasenasa.pdf
Servicio Nacional de Sanidad y Calidad Agroalimentaria,2020-04-03,2020-05-22,"Comunicación Oficial enviada por el Servicio Nacional de Sanidad y Calidad Agroalimentaria (SENASA) con el detalle del procedimiento COVID-19 Nº003/2020, planilla adjunta (reenviada en NO-2020-36143323-APN-DSAYF#SENASA) y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-33832629-apn-dsayfsenasa.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-36143323-apn-dsayfsenasa_3.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-27538495-apn-pressenasa.pdf
Servicio Nacional de Sanidad y Calidad Agroalimentaria,2020-04-06,2020-05-22,"Comunicación Oficial enviada por el Servicio Nacional de Sanidad y Calidad Agroalimentaria (SENASA) con el detalle del procedimiento COVID-19 Nº004/2020, planilla adjunta (reenviada en NO-2020-36143323-APN-DSAYF#SENASA) y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-33832629-apn-dsayfsenasa.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-36143323-apn-dsayfsenasa_4.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-31232768-apn-dgtyasenasa.pdf
Servicio Nacional de Sanidad y Calidad Agroalimentaria,2020-04-14,2020-05-22,"Comunicación Oficial enviada por el Servicio Nacional de Sanidad y Calidad Agroalimentaria (SENASA) con el detalle del procedimiento COVID-19 Nº005/2020, planilla adjunta (reenviada en NO-2020-36143323-APN-DSAYF#SENASA) y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-33832629-apn-dsayfsenasa.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-36143323-apn-dsayfsenasa_5.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-33546527-apn-dgtyasenasa.pdf
Servicio Nacional de Sanidad y Calidad Agroalimentaria,2020-04-23,2020-05-22,"Comunicación Oficial enviada por el Servicio Nacional de Sanidad y Calidad Agroalimentaria (SENASA) con el detalle del procedimiento COVID-19 Nº006/2020, planilla adjunta (reenviada en NO-2020-36143323-APN-DSAYF#SENASA) y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-33832629-apn-dsayfsenasa.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-36143323-apn-dsayfsenasa_6.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-29660809-apn-pressenasa.pdf
Servicio Nacional de Sanidad y Calidad Agroalimentaria,2020-05-17,2020-05-22,"Comunicación Oficial enviada por el Servicio Nacional de Sanidad y Calidad Agroalimentaria (SENASA) con el detalle del procedimiento COVID-19 Nº007/2020, planilla adjunta (reenviada en NO-2020-36143323-APN-DSAYF#SENASA) y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-33832629-apn-dsayfsenasa.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-36143323-apn-dsayfsenasa_7.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-31232966-apn-dgtyasenasa.pdf
Servicio Nacional de Sanidad y Calidad Agroalimentaria,2020-04-27,2020-05-22,"Comunicación Oficial enviada por el Servicio Nacional de Sanidad y Calidad Agroalimentaria (SENASA) con el detalle del procedimiento COVID-19 Nº008/2020, planilla adjunta (reenviada en NO-2020-36143323-APN-DSAYF#SENASA) y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-33832629-apn-dsayfsenasa.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-36143323-apn-dsayfsenasa_8.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-33038056-apn-pressenasa.pdf
Ejército Argentino,2020-05-04,2020-06-04,"Comunicación Oficial enviada por el Ejército Argentino - Comando de Brigada Mecanizada X con el detalle del procedimiento COMPR.AR 84/40-0076-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-36176997-apn-cbmxea.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-36176997-apn-cbmxea_1.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-31553845-apn-cfdrea.pdf
Ejército Argentino,2020-05-05,2020-06-04,"Comunicación Oficial enviada por el Ejército Argentino - Comando de Brigada Mecanizada X con el detalle del procedimiento COMPR.AR 84/40-0078-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-36176997-apn-cbmxea.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-36176997-apn-cbmxea_2.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-32569955-apn-cfdrea.pdf
Ejército Argentino,2020-05-06,2020-06-04,"Comunicación Oficial enviada por el Ejército Argentino - Comando de Brigada Mecanizada X con el detalle del procedimiento COMPR.AR 84/40-0080-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-36176997-apn-cbmxea.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-36176997-apn-cbmxea_3.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-35747237-apn-cfdrea.pdf
Jefatura de Gabinete de Ministros,2020-05-18,2020-06-05,"Comunicación Oficial enviada por la Jefatura de Gabinete de Ministros con el detalle del procedimiento COMPR.AR 79-0009-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-36409673-apn-dcysjgm.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-36409673-apn-dcysjgm.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-35256272-apn-jgm.pdf
"Ministerio de Trabajo, Empleo y Seguridad Social",2020-05-13,2020-06-05,"Comunicación Oficial enviada por el Ministerio de Trabajo, Empleo y Seguridad Social con el detalle del procedimiento COMPR.AR 33-0008-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-36444517-apn-dcpmt.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-36444517-apn-dcpmt.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-34819559-apn-mt.pdf
Ministerio de Desarrollo Social,2020-04-29,2020-06-07,"Comunicación Oficial enviada por el Ministerio de Desarrollo Social con el detalle del procedimiento COMPR.AR 95-0019-CDI20 / COVID-19 N°12/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-36651747-apn-dcycmds.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-36651747-apn-dcycmds.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-33609737-apn-sgamds.pdf
Dirección Nacional de Migraciones,2020-05-18,2020-06-08,"Comunicación Oficial enviada por la Dirección Nacional de Migraciones con el detalle del procedimiento COMPR.AR 21-0015-CDI20 / COVID-19 N°04/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-36834083-apn-dnmmi.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-36834083-apn-dnmmi.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-36175419-apn-dnmmi.pdf
Ministerio de Salud,2020-05-12,2020-06-08,"Comunicación Oficial enviada por la Colonia Nacional Montes de Oca - Ministerio de Salud con el detalle del procedimiento COVID-19 Nº 05/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-36860428-apn-dtacnmo.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-36860428-apn-dtacnmo.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-34150962-apn-dcnmo.pdf
"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",2020-05-22,2020-06-08,"Comunicación Oficial enviada por el Ministerio de Relaciones Exteriores, Comercio Internacional y Culto con el detalle del procedimiento COMPR.AR 26-0022-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-36881412-apn-dcycmre.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-36881412-apn-dcycmre.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-36339083-apn-seccypemre.pdf
