"supplier_id","provincia","estrato","A_personeria","A_rubro","A_cliente","A_escala","A_directa","A_registro","S_intensidad","S_tenure","S_cohorte","S_fundamento","n_adjudicaciones","primer_ejercicio","ultimo_ejercicio"
173,"Buenos Aires","core","SA","OTROS","seguridad_defensa","chica","mixto","reg16_18","20+adj","2-4anios","fund_pre2000","solo_aritmetico",38,2021,2022
174,"CABA","core","SA","OTROS","seguridad_defensa","media","mixto","reg16_18","20+adj","5+anios","fund_pre2000","consagrado",242,2019,2025
175,"CABA","core","PersFisica","EQUIPOS","ciencia_universidad","chica","mixto","reg16_18","6-20adj","5+anios","pers_fisica","solo_aritmetico",8,2019,2025
176,"Buenos Aires","core","SA","ELECTRICIDAD Y TEL","infraestructura","media","mixto","reg16_18","2-5adj","2-4anios","fund_2011_2016","solo_aritmetico",2,2023,2025
177,"Santa Fe","core","SRL","ELECTRICIDAD Y TEL","seguridad_defensa","chica","mixto","reg22plus","20+adj","2-4anios","fund_2017plus","solo_aritmetico",24,2024,2025
178,"Buenos Aires","core","SA","ALIMENTOS","salud_social","media","mixto","reg16_18","2-5adj","5+anios","fund_pre2000","solo_aritmetico",5,2020,2025
179,"Chubut","middle","SRL","MANT. REPARACION Y","infraestructura","sin_ars","mayoria_directa","reg16_18","1adj","1anio","fund_2001_2010","solo_aritmetico",1,2019,2019
180,"Buenos Aires","core","SRL","OTROS","seguridad_defensa","chica","mayoria_directa","reg16_18","1adj","1anio","fund_pre2000","solo_aritmetico",1,2019,2019
181,"CABA","core","OtraForma","SERV. PROFESIONAL ","ciencia_universidad","sin_ars","mayoria_directa","reg19_21","1adj","1anio","fund_2001_2010","consagrado",1,2021,2021
182,"Santa Cruz","middle","SRL","OTROS","administracion","chica","sin_directa","reg22plus","1adj","1anio","fund_2001_2010","sin_fundamento",1,2023,2023
183,"CABA","core","SA","OTROS","seguridad_defensa","grande","sin_directa","reg16_18","2-5adj","5+anios","fund_2001_2010","sin_fundamento",4,2019,2025
184,"Misiones","outer","PersFisica","ALIMENTOS","seguridad_defensa","media","mayoria_directa","reg22plus","2-5adj","2-4anios","pers_fisica","solo_aritmetico",2,2024,2025
185,"CABA","core","SA","ALQUILER","salud_social","chica","sin_directa","reg19_21","1adj","1anio","fund_2001_2010","sin_fundamento",1,2023,2023
186,"Mendoza","core","OtraForma","SERV. PROFESIONAL ","administracion","media","mayoria_directa","reg16_18","2-5adj","2-4anios","sin_match","solo_aritmetico",5,2021,2023
187,"Santa Cruz","middle","PersFisica","ALQUILER","seguridad_defensa","chica","mayoria_directa","reg22plus","2-5adj","1anio","pers_fisica","solo_aritmetico",3,2024,2024
188,"CABA","core","SA","EQUIPOS","infraestructura","chica","mixto","reg19_21","2-5adj","2-4anios","fund_2017plus","solo_aritmetico",5,2022,2023
189,"Entre Ríos","middle","SRL","SERV. PROFESIONAL ","cultura_educacion","grande","sin_directa","reg19_21","2-5adj","5+anios","fund_pre2000","sin_fundamento",4,2019,2023
190,"CABA","core","SRL","OTROS","seguridad_defensa","chica","mixto","reg22plus","6-20adj","2-4anios","fund_2017plus","solo_aritmetico",14,2024,2025
191,"CABA","core","SRL","LIBRERIA PAP. Y UT","cultura_educacion","grande","sin_directa","reg19_21","1adj","1anio","fund_2017plus","sin_fundamento",1,2021,2021
192,"San Juan","middle","PersFisica","MANT. REPARACION Y","administracion","chica","mayoria_directa","reg22plus","1adj","1anio","pers_fisica","solo_aritmetico",1,2025,2025
193,"Córdoba","core","PersFisica","LIBRERIA PAP. Y UT","seguridad_defensa","chica","mayoria_directa","reg16_18","6-20adj","2-4anios","pers_fisica","solo_aritmetico",19,2024,2025
194,"CABA","core","SA","OTROS","seguridad_defensa","media","mixto","reg16_18","6-20adj","5+anios","fund_pre2000","solo_aritmetico",20,2019,2024
195,"CABA","core","OtraForma","SERV. PROFESIONAL ","administracion","grande","mayoria_directa","reg16_18","20+adj","5+anios","sin_match","solo_aritmetico",92,2019,2025
196,"La Rioja","outer","SRL","OTROS","infraestructura","media","mayoria_directa","reg16_18","2-5adj","1anio","fund_2011_2016","solo_aritmetico",2,2019,2019
197,"Santa Cruz","middle","PersFisica","OTROS","administracion","chica","sin_directa","reg22plus","6-20adj","2-4anios","pers_fisica","sin_fundamento",7,2023,2024
198,"Mendoza","core","SRL","MANT. REPARACION Y","infraestructura","media","mayoria_directa","reg19_21","1adj","1anio","fund_pre2000","solo_aritmetico",1,2025,2025
199,"CABA","core","SA","OTROS","cultura_educacion","grande","mayoria_directa","reg19_21","1adj","1anio","fund_2011_2016","consagrado",1,2021,2021
200,"CABA","core","SA","OTROS","seguridad_defensa","grande","sin_directa","reg16_18","2-5adj","5+anios","fund_2001_2010","sin_fundamento",3,2020,2024
201,"Córdoba","core","SA","SERV. PROFESIONAL ","administracion","sin_ars","mayoria_directa","reg16_18","2-5adj","5+anios","fund_2001_2010","consagrado",5,2019,2023
202,"Corrientes","outer","PersFisica","SERV. PROFESIONAL ","infraestructura","media","mayoria_directa","reg19_21","1adj","1anio","pers_fisica","solo_aritmetico",1,2021,2021
203,"Córdoba","core","OtraForma","SERV. PROFESIONAL ","seguridad_defensa","media","sin_directa","reg19_21","1adj","1anio","fund_pre2000","sin_fundamento",1,2023,2023
204,"CABA","core","SRL","EQUIPOS","administracion","chica","sin_directa","reg16_18","2-5adj","1anio","fund_2011_2016","sin_fundamento",2,2021,2021
205,"Córdoba","core","OtraForma","SERV. PROFESIONAL ","seguridad_defensa","chica","mayoria_directa","reg19_21","1adj","1anio","fund_2017plus","solo_aritmetico",1,2025,2025
206,"Buenos Aires","core","OtraForma","OTROS","seguridad_defensa","chica","sin_directa","reg22plus","1adj","1anio","fund_2017plus","sin_fundamento",1,2025,2025
207,"Santa Cruz","middle","OtraForma","MANT. REPARACION Y","infraestructura","grande","mayoria_directa","reg22plus","1adj","1anio","sin_match","solo_aritmetico",1,2022,2022
208,"CABA","core","SA","ALIMENTOS","salud_social","grande","sin_directa","reg16_18","6-20adj","5+anios","fund_pre2000","sin_fundamento",7,2019,2024
209,"Buenos Aires","core","SA","OTROS","ciencia_universidad","chica","mayoria_directa","reg19_21","2-5adj","2-4anios","fund_pre2000","solo_aritmetico",4,2024,2025
210,"CABA","core","SRL","SERV. PROFESIONAL ","cultura_educacion","grande","sin_directa","reg16_18","2-5adj","1anio","fund_2001_2010","sin_fundamento",3,2021,2021
211,"Buenos Aires","core","SA","OTROS","seguridad_defensa","grande","sin_directa","reg16_18","1adj","1anio","fund_2001_2010","sin_fundamento",1,2022,2022
212,"CABA","core","SA","OTROS","seguridad_defensa","chica","sin_directa","reg16_18","1adj","1anio","fund_2001_2010","sin_fundamento",1,2020,2020
213,"Buenos Aires","core","SRL","OTROS","administracion","grande","mixto","reg16_18","6-20adj","5+anios","fund_pre2000","consagrado",11,2019,2025
214,"Córdoba","core","PersFisica","ALQUILER","salud_social","grande","mayoria_directa","reg19_21","1adj","1anio","pers_fisica","solo_aritmetico",1,2021,2021
215,"Chubut","middle","PersFisica","OTROS","infraestructura","chica","mixto","reg16_18","20+adj","5+anios","pers_fisica","solo_aritmetico",81,2019,2025
216,"CABA","core","OtraForma","OTROS","infraestructura","grande","sin_directa","reg16_18","6-20adj","2-4anios","fund_2017plus","sin_fundamento",6,2020,2022
217,"Córdoba","core","PersFisica","MANT. REPARACION Y","seguridad_defensa","chica","sin_directa","reg16_18","1adj","1anio","pers_fisica","sin_fundamento",1,2024,2024
218,"Misiones","outer","PersFisica","MANT. REPARACION Y","seguridad_defensa","media","mayoria_directa","reg22plus","1adj","1anio","pers_fisica","solo_aritmetico",1,2025,2025
219,"Córdoba","core","SRL","MANT. REPARACION Y","seguridad_defensa","media","mayoria_directa","reg16_18","1adj","1anio","fund_2011_2016","solo_aritmetico",1,2023,2023
220,"Río Negro","middle","SRL","ALIMENTOS","infraestructura","chica","mayoria_directa","reg19_21","6-20adj","5+anios","fund_2017plus","solo_aritmetico",7,2019,2025
221,"CABA","core","PersFisica","ELECTRICIDAD Y TEL","seguridad_defensa","chica","mayoria_directa","reg16_18","2-5adj","2-4anios","pers_fisica","solo_aritmetico",3,2024,2025
222,"CABA","core","SRL","EQUIPOS","administracion","grande","mayoria_directa","reg16_18","6-20adj","5+anios","fund_2001_2010","consagrado",6,2019,2024
223,"Mendoza","core","PersFisica","SERV. PROFESIONAL ","administracion","media","mayoria_directa","reg16_18","2-5adj","5+anios","pers_fisica","solo_aritmetico",5,2019,2024
224,"Buenos Aires","core","PersFisica","OTROS","seguridad_defensa","chica","mixto","reg19_21","6-20adj","5+anios","pers_fisica","solo_aritmetico",14,2021,2025
225,"CABA","core","SRL","EQUIPOS","infraestructura","chica","mayoria_directa","reg16_18","20+adj","5+anios","fund_2001_2010","solo_aritmetico",29,2019,2024
226,"Jujuy","outer","PersFisica","ALIMENTOS","seguridad_defensa","media","mayoria_directa","reg16_18","2-5adj","1anio","pers_fisica","solo_aritmetico",3,2019,2019
227,"CABA","core","SRL","LIBRERIA PAP. Y UT","cultura_educacion","media","mayoria_directa","reg22plus","1adj","1anio","fund_2001_2010","consagrado",1,2022,2022
228,"Córdoba","core","SA","MANT. REPARACION Y","seguridad_defensa","media","mayoria_directa","reg16_18","6-20adj","5+anios","fund_2011_2016","consagrado",7,2020,2025
229,"Tierra del Fuego","middle","SRL","MANT. REPARACION Y","infraestructura","grande","mixto","reg16_18","6-20adj","5+anios","fund_2001_2010","solo_aritmetico",9,2019,2025
230,"CABA","core","SA","OTROS","infraestructura","sin_ars","mayoria_directa","reg16_18","1adj","1anio","fund_2001_2010","solo_aritmetico",1,2019,2019
231,"CABA","core","SA","ELECTRICIDAD Y TEL","seguridad_defensa","chica","mixto","reg16_18","6-20adj","5+anios","fund_pre2000","solo_aritmetico",6,2021,2025
232,"CABA","core","SRL","OTROS","seguridad_defensa","chica","mayoria_directa","reg16_18","1adj","1anio","fund_2001_2010","solo_aritmetico",1,2021,2021
233,"CABA","core","OtraForma","OTROS","salud_social","grande","mayoria_directa","reg19_21","2-5adj","2-4anios","fund_2011_2016","solo_aritmetico",2,2019,2021
234,"La Rioja","outer","SA","ALQUILER","salud_social","grande","mayoria_directa","reg16_18","2-5adj","2-4anios","fund_2001_2010","solo_aritmetico",2,2019,2022
235,"Chaco","outer","PersFisica","OTROS","seguridad_defensa","media","mayoria_directa","reg22plus","1adj","1anio","pers_fisica","solo_aritmetico",1,2025,2025
236,"Buenos Aires","core","SA","MANT. REPARACION Y","seguridad_defensa","chica","mayoria_directa","reg16_18","20+adj","5+anios","fund_pre2000","consagrado",84,2019,2025
237,"CABA","core","SRL","OTROS","administracion","chica","mayoria_directa","reg16_18","2-5adj","2-4anios","fund_2017plus","consagrado",2,2019,2021
238,"CABA","core","SA","SERV. PROFESIONAL ","ciencia_universidad","chica","mayoria_directa","reg16_18","1adj","1anio","fund_2011_2016","solo_aritmetico",1,2020,2020
239,"Buenos Aires","core","PersFisica","ALIMENTOS","seguridad_defensa","media","sin_directa","reg22plus","2-5adj","1anio","pers_fisica","sin_fundamento",2,2025,2025
240,"Buenos Aires","core","PersFisica","ALIMENTOS","seguridad_defensa","chica","sin_directa","reg22plus","1adj","1anio","pers_fisica","sin_fundamento",1,2024,2024
241,"CABA","core","SA","SERV. PROFESIONAL ","administracion","sin_ars","sin_directa","reg22plus","1adj","1anio","fund_2001_2010","sin_fundamento",1,2025,2025
242,"Mendoza","core","SA","SERV. PROFESIONAL ","seguridad_defensa","grande","mixto","reg16_18","6-20adj","5+anios","fund_pre2000","solo_aritmetico",10,2019,2025
243,"Río Negro","middle","PersFisica","ALIMENTOS","seguridad_defensa","media","mayoria_directa","reg22plus","2-5adj","2-4anios","pers_fisica","solo_aritmetico",4,2023,2025
244,"CABA","core","SRL","OTROS","administracion","media","mixto","reg16_18","2-5adj","5+anios","fund_2001_2010","consagrado",4,2019,2025
245,"Buenos Aires","core","SA","PROD. MEDICO/FARMA","salud_social","chica","mixto","reg16_18","20+adj","5+anios","fund_2001_2010","solo_aritmetico",52,2019,2025
246,"Buenos Aires","core","PersFisica","ALQUILER","salud_social","grande","mayoria_directa","reg19_21","1adj","1anio","pers_fisica","solo_aritmetico",1,2021,2021
247,"Santa Cruz","middle","SA","OTROS","infraestructura","chica","mayoria_directa","reg22plus","1adj","1anio","fund_2001_2010","solo_aritmetico",1,2025,2025
248,"Buenos Aires","core","SA","ALIMENTOS","administracion","grande","sin_directa","reg22plus","2-5adj","2-4anios","fund_pre2000","sin_fundamento",2,2024,2025
249,"Santa Fe","core","PersFisica","ELECTRICIDAD Y TEL","infraestructura","chica","mixto","reg16_18","6-20adj","2-4anios","pers_fisica","solo_aritmetico",6,2019,2020
250,"CABA","core","SA","OTROS","cultura_educacion","grande","mayoria_directa","reg16_18","1adj","1anio","fund_2011_2016","consagrado",1,2021,2021
251,"CABA","core","SRL","ELECTRICIDAD Y TEL","cultura_educacion","media","mixto","reg16_18","6-20adj","5+anios","fund_pre2000","consagrado",6,2021,2025
252,"Mendoza","core","PersFisica","OTROS","seguridad_defensa","chica","sin_directa","reg22plus","1adj","1anio","pers_fisica","sin_fundamento",1,2025,2025
253,"Buenos Aires","core","PersFisica","ALQUILER","salud_social","grande","mayoria_directa","reg19_21","2-5adj","5+anios","pers_fisica","solo_aritmetico",2,2020,2024
254,"Buenos Aires","core","PersFisica","ELECTRICIDAD Y TEL","seguridad_defensa","chica","mixto","reg16_18","20+adj","5+anios","pers_fisica","solo_aritmetico",343,2019,2025
255,"Misiones","outer","SRL","MANT. REPARACION Y","infraestructura","grande","sin_directa","reg22plus","2-5adj","1anio","fund_pre2000","sin_fundamento",2,2025,2025
256,"Río Negro","middle","SRL","MANT. REPARACION Y","ciencia_universidad","media","mayoria_directa","reg16_18","2-5adj","5+anios","fund_2001_2010","solo_aritmetico",4,2019,2024
257,"Córdoba","core","SRL","PROD. MEDICO/FARMA","seguridad_defensa","media","sin_directa","reg16_18","20+adj","5+anios","fund_pre2000","sin_fundamento",22,2020,2025
258,"Buenos Aires","core","PersFisica","ELECTRICIDAD Y TEL","seguridad_defensa","chica","mixto","reg19_21","20+adj","5+anios","pers_fisica","solo_aritmetico",146,2020,2025
259,"Corrientes","outer","PersFisica","MANT. REPARACION Y","administracion","chica","sin_directa","reg16_18","1adj","1anio","pers_fisica","sin_fundamento",1,2019,2019
260,"Catamarca","outer","SA","OTROS","infraestructura","grande","sin_directa","reg16_18","2-5adj","5+anios","fund_2001_2010","sin_fundamento",4,2020,2024
261,"CABA","core","SRL","SERV. PROFESIONAL ","seguridad_defensa","chica","mixto","reg16_18","20+adj","2-4anios","fund_2011_2016","solo_aritmetico",25,2020,2022
262,"CABA","core","SRL","EQUIPOS","administracion","media","mixto","reg16_18","20+adj","5+anios","fund_pre2000","solo_aritmetico",30,2019,2025
263,"Chubut","middle","SA","MANT. REPARACION Y","seguridad_defensa","grande","sin_directa","reg16_18","6-20adj","5+anios","fund_2001_2010","sin_fundamento",18,2021,2025
264,"CABA","core","SA","SERV. PROFESIONAL ","salud_social","chica","mayoria_directa","reg19_21","1adj","1anio","fund_2001_2010","solo_aritmetico",1,2021,2021
265,"Entre Ríos","middle","PersFisica","OTROS","infraestructura","sin_ars","mayoria_directa","reg22plus","1adj","1anio","pers_fisica","solo_aritmetico",1,2025,2025
266,"CABA","core","SA","OTROS","seguridad_defensa","media","mixto","reg16_18","2-5adj","2-4anios","fund_pre2000","solo_aritmetico",3,2021,2023
267,"CABA","core","SRL","MANT. REPARACION Y","salud_social","chica","mayoria_directa","reg16_18","1adj","1anio","fund_2011_2016","solo_aritmetico",1,2019,2019
268,"Buenos Aires","core","SA","SERV. PROFESIONAL ","cultura_educacion","grande","mayoria_directa","reg16_18","2-5adj","2-4anios","fund_pre2000","consagrado",4,2022,2024
269,"CABA","core","SA","EQUIPOS","ciencia_universidad","media","mayoria_directa","reg16_18","6-20adj","2-4anios","fund_pre2000","consagrado",9,2022,2025
270,"CABA","core","PersFisica","MANT. REPARACION Y","salud_social","chica","mayoria_directa","reg16_18","1adj","1anio","pers_fisica","solo_aritmetico",1,2019,2019
271,"CABA","core","SA","OTROS","infraestructura","media","mayoria_directa","reg16_18","20+adj","5+anios","fund_pre2000","solo_aritmetico",21,2019,2025
272,"Río Negro","middle","PersFisica","MANT. REPARACION Y","infraestructura","chica","mayoria_directa","reg19_21","2-5adj","5+anios","pers_fisica","solo_aritmetico",3,2019,2024
273,"CABA","core","OtraForma","OTROS","cultura_educacion","chica","mayoria_directa","reg19_21","2-5adj","2-4anios","fund_2017plus","solo_aritmetico",3,2022,2023
274,"CABA","core","SA","LIBRERIA PAP. Y UT","cultura_educacion","grande","mayoria_directa","reg19_21","2-5adj","2-4anios","fund_2001_2010","consagrado",2,2022,2023
275,"CABA","core","SA","OTROS","salud_social","grande","mayoria_directa","reg16_18","2-5adj","5+anios","fund_pre2000","consagrado",5,2019,2025
276,"Buenos Aires","core","PersFisica","ALQUILER","administracion","grande","mayoria_directa","reg19_21","1adj","1anio","pers_fisica","solo_aritmetico",1,2021,2021
277,"Tucumán","outer","PersFisica","ALIMENTOS","seguridad_defensa","media","mayoria_directa","reg22plus","1adj","1anio","pers_fisica","solo_aritmetico",1,2025,2025
278,"Río Negro","middle","OtraForma","OTROS","infraestructura","grande","mayoria_directa","reg16_18","6-20adj","5+anios","sin_match","solo_aritmetico",6,2019,2023
279,"Misiones","outer","PersFisica","MANT. REPARACION Y","seguridad_defensa","chica","mayoria_directa","reg22plus","1adj","1anio","pers_fisica","solo_aritmetico",1,2025,2025
280,"Formosa","outer","SA","OTROS","seguridad_defensa","chica","mayoria_directa","reg16_18","2-5adj","2-4anios","fund_2011_2016","solo_aritmetico",5,2021,2024
281,"Buenos Aires","core","PersFisica","MANT. REPARACION Y","salud_social","media","mayoria_directa","reg16_18","1adj","1anio","pers_fisica","solo_aritmetico",1,2025,2025
282,"Salta","outer","SRL","OTROS","seguridad_defensa","media","mayoria_directa","reg19_21","2-5adj","2-4anios","fund_pre2000","solo_aritmetico",3,2021,2022
283,"CABA","core","SRL","ELECTRICIDAD Y TEL","administracion","grande","mayoria_directa","reg19_21","1adj","1anio","fund_2017plus","solo_aritmetico",1,2021,2021
